Agent_Age,Agent_Rating,Weather,Traffic,Vehicle,Area,Delivery_Time,Category,Distance_km,Order_Hour,Order_DayOfWeek,Order_Month,Order_to_Pickup_Minutes
36,4.3,Stormy,Jam ,motorcycle ,Urban ,155,Pet Supplies,10.708220667367794,21,4,3,15.0
37,4.6,Sunny,Low ,scooter ,Metropolitian ,125,Shoes,17.0767871164594,23,4,3,5.0
28,4.8,Fog,Low ,van,Urban ,140,Electronics,11.007734763744617,23,0,3,5.0
39,4.7,Sunny,High ,scooter ,Metropolitian ,95,Outdoors,6.29013467763468,12,1,2,15.0
33,4.9,Cloudy,Low ,motorcycle ,Metropolitian ,24,Grocery,3.145067434621583,10,4,2,15.0
34,4.6,Cloudy,Medium ,motorcycle ,Metropolitian ,165,Apparel,19.618645096414927,17,2,4,15.0
26,5.0,Sandstorms,Low ,scooter ,Metropolitian ,85,Jewelry,1.5545771256173964,11,5,3,15.0
29,4.6,Windy,Medium ,motorcycle ,Metropolitian ,24,Grocery,17.09752492719776,19,2,3,15.0
26,4.8,Windy,Low ,motorcycle ,Metropolitian ,50,Pet Supplies,1.5367917694809952,11,5,3,10.0
36,4.7,Sunny,Medium ,scooter ,Other,85,Clothing,7.660898979387872,18,1,3,10.0
33,4.7,Stormy,Low ,motorcycle ,Metropolitian ,145,Outdoors,3.0644857806760535,10,0,3,10.0
34,4.9,Sunny,Low ,scooter ,Metropolitian ,125,Shoes,17.078028601490022,22,4,3,15.0
21,4.7,Sunny,Jam ,motorcycle ,Metropolitian ,150,Home,10.708220667367794,19,2,3,15.0
38,4.4,Windy,Jam ,motorcycle ,Metropolitian ,190,Shoes,8.92905449527407,20,6,2,15.0
31,4.7,Sunny,Low ,scooter ,Other,18,Grocery,1.5525879817947141,8,6,3,10.0
28,5.0,Sandstorms,Medium ,motorcycle ,Metropolitian ,125,Outdoors,19.878389859457627,18,6,3,5.0
24,4.9,Sandstorms,Low ,motorcycle ,Metropolitian ,90,Toys,20.180908601250216,23,1,3,5.0
20,4.8,Fog,Jam ,motorcycle ,Metropolitian ,175,Cosmetics,10.445284895915865,19,2,2,15.0
36,4.7,Sunny,Medium ,motorcycle ,Urban ,140,Home,20.96825171119979,18,5,2,15.0
36,4.6,Stormy,Low ,scooter ,Metropolitian ,120,Outdoors,7.8626681674103684,23,6,2,-1430.0
32,4.8,Stormy,Low ,scooter ,Metropolitian ,28,Grocery,4.674174529063472,22,0,3,5.0
38,4.3,Sandstorms,Low ,motorcycle ,Urban ,105,Electronics,1.514793721388757,10,2,3,10.0
28,4.9,Stormy,Jam ,motorcycle ,Metropolitian ,65,Home,4.674341511234465,19,6,3,10.0
24,4.6,Fog,Jam ,motorcycle ,Metropolitian ,135,Shoes,9.17624749258827,20,5,3,10.0
26,4.6,Fog,Low ,motorcycle ,Other,90,Toys,7.44855797957408,23,5,3,5.0
36,4.3,Stormy,Medium ,scooter ,Other,160,Skincare,6.1052326871543485,15,3,2,10.0
31,4.9,Sandstorms,Jam ,scooter ,Metropolitian ,140,Outdoors,10.641490945494409,19,5,3,10.0
24,4.7,Sandstorms,High ,scooter ,Urban ,110,Clothing,3.0585736588579726,12,0,3,10.0
30,4.8,Windy,Medium ,motorcycle ,Metropolitian ,150,Skincare,13.893571826472357,18,4,2,15.0
26,4.6,Cloudy,Low ,motorcycle ,Other,110,Pet Supplies,12.074063090452917,22,2,4,10.0
38,4.1,Stormy,Low ,motorcycle ,Metropolitian ,130,Clothing,1.560671234748265,8,4,2,15.0
37,4.6,Sunny,Medium ,van,Metropolitian ,95,Snacks,7.44864451602914,18,6,3,10.0
24,4.2,Stormy,Jam ,motorcycle ,Metropolitian ,195,Toys,12.100287598006089,19,2,4,5.0
38,4.8,Fog,Jam ,motorcycle ,Metropolitian ,180,Shoes,7.448311138215936,21,1,3,10.0
32,4.8,Windy,Low ,motorcycle ,Metropolitian ,130,Cosmetics,19.76089839940378,23,1,3,-1425.0
20,4.6,Stormy,High ,van,Metropolitian ,125,Sports,1.5302997807730145,12,2,3,5.0
32,4.5,Stormy,Low ,motorcycle ,Metropolitian ,120,Clothing,13.972123977178622,22,2,3,15.0
38,4.4,Stormy,Low ,motorcycle ,Metropolitian ,125,Pet Supplies,1.5545063790428728,10,3,3,10.0
20,4.8,Stormy,Low ,scooter ,Metropolitian ,85,Toys,7.683744768651734,22,5,3,5.0
25,4.5,Fog,Jam ,scooter ,Urban ,150,Electronics,13.762754362295334,19,6,3,5.0
37,5.0,Sunny,Medium ,scooter ,Metropolitian ,120,Cosmetics,17.098593053938863,17,3,3,10.0
37,4.7,Fog,Jam ,scooter ,Metropolitian ,160,Cosmetics,8.92905449527407,21,3,2,10.0
39,4.2,Sunny,Medium ,motorcycle ,Urban ,36,Grocery,19.914686965545187,18,2,3,15.0
27,4.8,Fog,Low ,scooter ,Metropolitian ,90,Skincare,4.658001279265391,23,6,3,-1430.0
32,5.0,Cloudy,Medium ,scooter ,Metropolitian ,75,Home,7.448303502970493,17,4,4,10.0
24,4.6,Stormy,Low ,motorcycle ,Metropolitian ,110,Jewelry,12.352085635517101,22,2,2,15.0
20,4.6,Sandstorms,Low ,motorcycle ,Metropolitian ,95,Electronics,10.807355603128329,23,4,2,15.0
21,4.7,Stormy,Medium ,scooter ,Metropolitian ,80,Shoes,13.830084721845328,17,4,3,5.0
31,4.9,Cloudy,Low ,motorcycle ,Metropolitian ,115,Books,9.121874253616898,22,1,4,10.0
22,4.5,Stormy,Jam ,scooter ,Metropolitian ,65,Jewelry,9.192290417405088,21,2,3,5.0
33,5.0,Sunny,Low ,motorcycle ,Metropolitian ,125,Books,19.04256304289831,22,2,2,10.0
26,4.6,Sunny,Low ,motorcycle ,Metropolitian ,95,Snacks,3.0611340136861775,8,0,3,15.0
39,4.8,Fog,Low ,motorcycle ,Metropolitian ,150,Kitchen,10.906432552887628,23,5,4,5.0
31,4.8,Sunny,Medium ,motorcycle ,Metropolitian ,105,Electronics,6.218076509100711,16,6,3,5.0
32,4.7,Fog,Low ,motorcycle ,Metropolitian ,130,Electronics,1.5581369822072066,8,4,3,15.0
22,4.9,Sandstorms,Jam ,motorcycle ,Metropolitian ,125,Jewelry,7.573462889023675,21,1,3,5.0
21,5.0,Cloudy,Low ,scooter ,Metropolitian ,110,Pet Supplies,12.350452449574242,23,4,2,10.0
29,4.9,Windy,Low ,van,Metropolitian ,70,Electronics,1.5093844931452696,9,2,3,15.0
37,4.0,Cloudy,Jam ,motorcycle ,Metropolitian ,190,Toys,13.68160171925017,21,1,3,10.0
36,4.2,Fog,Medium ,scooter ,Metropolitian ,210,Electronics,13.40647565433019,17,4,3,15.0
24,4.7,Sunny,Low ,scooter ,Metropolitian ,80,Home,4.560734055769101,23,0,3,15.0
28,4.5,Cloudy,Low ,motorcycle ,Metropolitian ,125,Electronics,20.178267239099554,22,1,3,10.0
30,4.9,Sunny,Jam ,motorcycle ,Metropolitian ,125,Pet Supplies,4.537647566708254,21,5,3,5.0
22,5.0,Fog,Jam ,scooter ,Metropolitian ,165,Cosmetics,16.63579806090435,19,1,3,15.0
34,4.5,Fog,Medium ,motorcycle ,Metropolitian ,80,Outdoors,4.395374599206111,18,4,2,10.0
28,4.7,Windy,Jam ,motorcycle ,Metropolitian ,120,Skincare,17.07644834661623,19,4,3,5.0
36,4.9,Sandstorms,Low ,scooter ,Urban ,115,Shoes,3.1045718665451782,9,0,3,5.0
20,4.6,Windy,Medium ,motorcycle ,Metropolitian ,105,Skincare,11.007734763744617,18,0,2,10.0
23,4.3,Sandstorms,Low ,motorcycle ,Metropolitian ,115,Jewelry,3.1162228846223834,10,3,3,15.0
27,5.0,Cloudy,Medium ,scooter ,Metropolitian ,190,Sports,13.680927409309072,17,4,3,10.0
27,4.6,Stormy,Low ,scooter ,Metropolitian ,16,Grocery,10.86742683448048,0,3,3,10.0
33,4.7,Windy,High ,scooter ,Urban ,150,Home,1.5302594894332384,11,6,4,5.0
24,4.5,Fog,Jam ,motorcycle ,Metropolitian ,245,Jewelry,13.631282080461874,20,0,4,15.0
25,4.9,Fog,Low ,scooter ,Metropolitian ,115,Books,17.074116110019787,23,1,3,15.0
28,4.8,Sunny,Low ,scooter ,Metropolitian ,75,Kitchen,1.4652223678913632,9,6,2,15.0
29,4.2,Sandstorms,Jam ,motorcycle ,Metropolitian ,190,Apparel,7.660957436559021,21,5,3,5.0
34,4.5,Sandstorms,Low ,motorcycle ,Urban ,120,Skincare,1.5093844931452696,9,0,3,15.0
26,4.7,Sunny,Jam ,scooter ,Metropolitian ,50,Electronics,12.073551890748645,20,0,3,5.0
31,4.4,Fog,Medium ,van,Metropolitian ,185,Cosmetics,20.85157880964364,18,4,3,5.0
29,4.6,Cloudy,Jam ,motorcycle ,Metropolitian ,175,Clothing,13.409462339213027,20,2,4,10.0
31,5.0,Cloudy,Jam ,motorcycle ,Metropolitian ,160,Shoes,9.31397992220267,21,5,3,10.0
35,4.8,Stormy,Jam ,motorcycle ,Metropolitian ,235,Outdoors,12.256687342592269,21,2,3,5.0
23,4.5,Sunny,Low ,motorcycle ,Urban ,85,Electronics,1.5094383155993516,9,1,4,15.0
27,4.5,Fog,Medium ,motorcycle ,Metropolitian ,125,Skincare,6.2323920207909005,16,0,3,15.0
34,4.8,Stormy,Low ,scooter ,Urban ,125,Pet Supplies,2.979502850576494,10,3,3,5.0
31,4.8,Cloudy,Low ,motorcycle ,Metropolitian ,38,Grocery,13.830016226508704,23,2,3,5.0
35,4.7,Cloudy,Jam ,motorcycle ,Urban ,225,Jewelry,13.768718508386595,21,2,3,15.0
36,4.2,Cloudy,Low ,van,Metropolitian ,165,Snacks,16.600272418856072,22,4,3,10.0
25,4.2,Fog,Jam ,motorcycle ,Metropolitian ,170,Jewelry,7.601066543768378,20,2,3,5.0
33,4.6,Fog,Medium ,motorcycle ,Metropolitian ,37,Grocery,17.29786575291325,18,3,3,5.0
34,4.7,Sunny,Low ,motorcycle ,Urban ,110,Apparel,19.688324335752394,22,5,3,5.0
29,4.7,Sandstorms,Low ,motorcycle ,Metropolitian ,120,Shoes,10.757050667280428,23,6,3,10.0
25,4.8,Windy,Medium ,van,Metropolitian ,105,Outdoors,20.17903332454877,18,1,3,15.0
35,4.7,Stormy,Low ,motorcycle ,Metropolitian ,115,Books,19.76218981785925,22,6,3,10.0
24,4.6,Sandstorms,Low ,motorcycle ,Urban ,105,Sports,16.72146713385881,22,2,3,15.0
32,4.8,Sunny,Jam ,motorcycle ,Metropolitian ,145,Snacks,4.717601092054723,20,1,2,15.0
29,4.3,Windy,Jam ,motorcycle ,Metropolitian ,175,Jewelry,19.362740471251666,21,4,3,15.0
34,4.7,Cloudy,Jam ,motorcycle ,Metropolitian ,215,Clothing,17.07661742698135,21,4,3,5.0
27,4.5,Sandstorms,Medium ,motorcycle ,Urban ,130,Toys,7.6461047483215205,18,1,3,10.0
21,4.6,Stormy,Jam ,scooter ,Metropolitian ,100,Books,4.528570754218756,21,6,4,5.0
33,4.8,Fog,Medium ,motorcycle ,Metropolitian ,170,Skincare,7.573462889023675,17,2,3,10.0
33,4.1,Fog,High ,motorcycle ,Metropolitian ,195,Clothing,6.232152800668749,13,5,3,15.0
21,4.6,Windy,Low ,scooter ,Metropolitian ,65,Snacks,7.562267471532845,22,5,3,5.0
29,4.9,Fog,Jam ,scooter ,Metropolitian ,150,Sports,4.469352052738077,19,1,3,5.0
32,4.8,Fog,Medium ,scooter ,Metropolitian ,195,Outdoors,10.865882927764757,17,2,3,15.0
31,4.6,Windy,Medium ,motorcycle ,Metropolitian ,125,Jewelry,7.448626618603313,17,0,3,15.0
29,4.9,Fog,Low ,motorcycle ,Urban ,90,Shoes,3.1051298892163754,10,5,3,15.0
29,4.6,Sunny,Medium ,scooter ,Urban ,70,Clothing,10.757204708670502,18,6,3,5.0
26,4.8,Stormy,Low ,van,Metropolitian ,80,Jewelry,12.162424445777306,23,1,3,5.0
35,4.6,Sandstorms,Jam ,motorcycle ,Metropolitian ,235,Apparel,20.44292976252901,20,5,3,15.0
39,4.8,Stormy,Low ,scooter ,Metropolitian ,130,Outdoors,7.562982485200135,22,5,3,10.0
22,4.9,Stormy,Low ,motorcycle ,Urban ,100,Snacks,12.238686345324815,23,5,3,10.0
38,4.8,Sandstorms,Low ,motorcycle ,Metropolitian ,130,Clothing,11.007734763744617,23,2,3,5.0
32,4.6,Stormy,Low ,motorcycle ,Metropolitian ,100,Snacks,4.657159718107683,23,4,4,15.0
39,4.6,Sunny,Jam ,motorcycle ,Urban ,100,Pet Supplies,7.763607607839511,20,1,3,10.0
26,4.6,Stormy,Low ,motorcycle ,Metropolitian ,90,Sports,13.788947117364545,22,0,4,15.0
32,4.8,Sunny,Jam ,van,Urban ,95,Apparel,4.674174529063472,20,0,3,5.0
23,4.6,Windy,Medium ,motorcycle ,Metropolitian ,115,Outdoors,7.790177003822013,18,3,3,10.0
36,4.7,Stormy,Jam ,van,Metropolitian ,145,Sports,7.8626681674103684,22,4,4,10.0
29,4.6,Cloudy,High ,motorcycle ,Metropolitian ,115,Pet Supplies,6.128850978538233,14,2,3,5.0
33,4.6,Sandstorms,Low ,scooter ,Metropolitian ,120,Cosmetics,16.830905551931956,23,0,4,15.0
21,5.0,Stormy,Jam ,scooter ,Metropolitian ,105,Shoes,9.36367510199373,20,3,2,5.0
30,4.6,Windy,Medium ,motorcycle ,Metropolitian ,185,Outdoors,6.20919924806096,15,1,4,15.0
38,4.8,Fog,Low ,motorcycle ,Metropolitian ,95,Pet Supplies,4.674266565274251,22,4,4,10.0
36,4.7,Fog,Medium ,van,Metropolitian ,85,Snacks,9.314115494737472,18,5,3,10.0
28,4.6,Stormy,High ,motorcycle ,Metropolitian ,165,Electronics,3.0405415100027917,11,5,3,10.0
30,4.6,Sunny,High ,scooter ,Metropolitian ,95,Jewelry,3.0527213573338328,12,6,2,15.0
35,4.4,Cloudy,Jam ,motorcycle ,Metropolitian ,180,Skincare,7.5735286916855555,21,5,3,5.0
32,4.9,Sandstorms,Jam ,scooter ,Metropolitian ,145,Home,16.635518179509837,21,4,3,15.0
20,4.7,Fog,Jam ,motorcycle ,Metropolitian ,180,Cosmetics,16.385802266862793,21,1,3,10.0
35,4.6,Stormy,Low ,van,Urban ,75,Apparel,13.972194586930332,22,5,4,10.0
39,4.0,Fog,Medium ,scooter ,Other,195,Cosmetics,20.18093693173923,17,2,4,10.0
25,4.8,Cloudy,Jam ,motorcycle ,Metropolitian ,150,Pet Supplies,12.241181140730713,20,6,3,5.0
37,4.7,Sandstorms,Low ,scooter ,Metropolitian ,115,Kitchen,1.5300320235211002,10,2,3,10.0
33,3.9,Windy,Jam ,scooter ,Metropolitian ,160,Skincare,13.612594236925657,22,6,3,15.0
35,4.8,Windy,Jam ,scooter ,Metropolitian ,135,Electronics,20.17918820668875,20,4,3,5.0
27,4.9,Cloudy,High ,scooter ,Metropolitian ,135,Home,6.081596950437154,13,5,3,15.0
36,4.6,Windy,Medium ,motorcycle ,Metropolitian ,180,Sports,9.326359385740641,17,5,3,5.0
38,4.6,Fog,Low ,motorcycle ,Metropolitian ,130,Kitchen,1.5125847685793798,10,4,4,5.0
32,4.6,Sandstorms,High ,motorcycle ,Metropolitian ,25,Grocery,1.4895293820617894,11,0,3,15.0
32,4.9,Fog,Low ,motorcycle ,Metropolitian ,100,Kitchen,3.073618468414786,10,6,3,10.0
29,4.7,Fog,High ,motorcycle ,Other,27,Grocery,5.87467613535099,13,1,2,5.0
23,4.6,Windy,Jam ,motorcycle ,Metropolitian ,150,Cosmetics,16.72143013885536,19,0,4,15.0
27,4.8,Sunny,Medium ,motorcycle ,Urban ,55,Toys,6.20919924806096,16,6,3,10.0
29,4.6,Windy,Jam ,motorcycle ,Metropolitian ,135,Snacks,4.561152341209805,20,4,4,15.0
35,4.9,Stormy,Jam ,scooter ,Metropolitian ,160,Kitchen,7.66052012420465,19,0,3,5.0
24,4.8,Windy,Jam ,motorcycle ,Other,65,Kitchen,8.938685874463816,21,2,3,5.0
32,4.5,Stormy,Medium ,motorcycle ,Metropolitian ,145,Cosmetics,10.64157247728437,18,5,3,15.0
22,4.8,Windy,Low ,scooter ,Urban ,65,Shoes,16.72238039080485,22,2,4,10.0
21,4.4,Fog,Jam ,van,Metropolitian ,38,Grocery,10.594444749553862,20,4,2,10.0
32,4.9,Sandstorms,Medium ,scooter ,Metropolitian ,150,Pet Supplies,20.253459166411545,17,4,3,5.0
29,4.6,Fog,Jam ,motorcycle ,Metropolitian ,120,Books,4.717601092054723,20,3,3,15.0
32,4.8,Stormy,Low ,scooter ,Other,145,Electronics,19.471476176410082,22,4,2,10.0
26,4.7,Fog,Low ,scooter ,Metropolitian ,90,Sports,3.05960707159485,10,1,3,10.0
34,4.2,Stormy,Medium ,motorcycle ,Metropolitian ,185,Outdoors,4.464734973807576,17,3,2,5.0
38,4.3,Stormy,Low ,motorcycle ,Metropolitian ,110,Shoes,1.5320227740641719,8,0,3,5.0
34,4.7,Fog,Jam ,motorcycle ,Metropolitian ,185,Home,7.761160094160204,19,5,3,15.0
33,4.6,Fog,Medium ,scooter ,Metropolitian ,95,Toys,4.596738270616882,17,0,3,15.0
24,4.2,Fog,Jam ,motorcycle ,Urban ,165,Outdoors,20.85333460818602,19,4,3,5.0
24,4.9,Sandstorms,Jam ,motorcycle ,Metropolitian ,140,Skincare,19.395102472533644,19,4,2,10.0
21,4.7,Sunny,Medium ,motorcycle ,Metropolitian ,145,Sports,12.580267822400963,18,2,3,15.0
33,4.8,Cloudy,Low ,motorcycle ,Metropolitian ,95,Home,1.5293705867132357,10,3,3,10.0
38,5.0,Stormy,Low ,motorcycle ,Urban ,105,Pet Supplies,12.161605446010208,23,1,3,15.0
25,4.7,Sunny,Low ,scooter ,Metropolitian ,110,Skincare,1.4898424937942714,9,1,3,5.0
35,4.7,Sunny,Medium ,motorcycle ,Metropolitian ,75,Books,12.294124530423586,18,5,3,15.0
22,4.8,Windy,Medium ,scooter ,Metropolitian ,105,Toys,6.242426324082786,15,6,2,15.0
28,4.9,Fog,Medium ,van,Urban ,85,Snacks,6.105332732525651,16,1,2,15.0
39,4.9,Windy,Medium ,scooter ,Metropolitian ,135,Snacks,12.293508819559184,18,3,3,10.0
29,4.5,Sunny,Jam ,van,Metropolitian ,55,Jewelry,8.940047176804278,19,4,4,10.0
34,4.6,Fog,Low ,motorcycle ,Metropolitian ,120,Kitchen,1.5292976945190186,9,6,4,15.0
35,4.0,Fog,Low ,motorcycle ,Metropolitian ,215,Snacks,10.867421265092352,23,2,3,5.0
38,4.3,Stormy,Medium ,scooter ,Metropolitian ,165,Snacks,12.09937442336077,18,6,3,10.0
21,4.6,Sunny,Medium ,motorcycle ,Metropolitian ,130,Electronics,14.15280068944862,18,0,3,15.0
25,5.0,Cloudy,Low ,motorcycle ,Urban ,60,Toys,1.558083864051793,10,1,3,5.0
26,5.0,Fog,Medium ,van,Urban ,160,Home,10.906470984869689,18,5,4,10.0
30,5.0,Windy,Medium ,motorcycle ,Urban ,150,Shoes,12.435302723482724,18,2,3,10.0
33,4.5,Cloudy,Jam ,scooter ,Metropolitian ,145,Shoes,4.471739409979227,20,0,3,10.0
28,4.9,Cloudy,Low ,motorcycle ,Urban ,105,Skincare,1.5147814055665174,9,2,3,15.0
31,4.4,Windy,High ,motorcycle ,Metropolitian ,160,Cosmetics,1.5367158933394087,11,4,4,10.0
32,4.6,Windy,Low ,scooter ,Metropolitian ,120,Clothing,11.007734763744617,23,2,4,15.0
32,4.7,Sunny,Low ,motorcycle ,Metropolitian ,135,Skincare,3.1053555451188637,9,1,3,15.0
24,4.7,Sunny,Low ,scooter ,Metropolitian ,95,Clothing,4.596477246826326,22,2,3,5.0
26,4.5,Windy,Low ,motorcycle ,Metropolitian ,60,Sports,9.348114492434787,23,2,3,10.0
22,4.5,Sunny,Jam ,van,Metropolitian ,95,Jewelry,12.253528674537144,20,2,3,5.0
37,4.2,Sandstorms,High ,motorcycle ,Urban ,215,Jewelry,6.119692285951988,12,3,3,10.0
29,4.6,Cloudy,Low ,motorcycle ,Metropolitian ,75,Electronics,3.025079987314703,9,0,3,10.0
32,4.2,Fog,Jam ,motorcycle ,Metropolitian ,195,Home,4.528158738548494,22,5,3,15.0
31,4.9,Windy,Jam ,motorcycle ,Urban ,135,Apparel,7.8626681674103684,21,0,3,5.0
38,4.5,Fog,Medium ,motorcycle ,Metropolitian ,150,Sports,9.435201537430714,18,1,2,5.0
26,4.8,Sunny,Jam ,motorcycle ,Metropolitian ,120,Outdoors,19.916274899797408,21,0,4,15.0
35,4.7,Fog,Low ,motorcycle ,Metropolitian ,105,Snacks,1.5581322655568652,9,1,3,5.0
24,4.7,Cloudy,Low ,scooter ,Urban ,65,Pet Supplies,3.0249808540967433,10,1,4,10.0
39,4.9,Stormy,Low ,motorcycle ,Metropolitian ,115,Home,9.31399060766806,22,0,3,5.0
36,4.8,Fog,Medium ,motorcycle ,Metropolitian ,215,Sports,10.72465156807538,18,2,4,5.0
24,4.9,Cloudy,Medium ,motorcycle ,Metropolitian ,175,Skincare,12.421212735966003,17,2,4,5.0
36,5.0,Sandstorms,Medium ,motorcycle ,Metropolitian ,170,Kitchen,10.866261860714015,17,6,3,5.0
38,4.7,Sandstorms,Medium ,motorcycle ,Metropolitian ,150,Outdoors,19.76106632827125,18,6,3,15.0
26,5.0,Stormy,Medium ,scooter ,Metropolitian ,26,Grocery,9.314044064891696,18,2,3,5.0
38,4.6,Stormy,Low ,motorcycle ,Metropolitian ,16,Grocery,19.760063712198686,23,4,3,15.0
20,4.9,Sunny,Jam ,scooter ,Metropolitian ,95,Apparel,7.601874226722028,20,6,3,10.0
26,4.7,Fog,Medium ,scooter ,Urban ,27,Grocery,14.02323208308448,18,5,4,5.0
30,4.7,Sunny,Jam ,van,Metropolitian ,110,Electronics,7.546876906900249,19,4,3,15.0
25,4.8,Fog,Low ,motorcycle ,Metropolitian ,105,Kitchen,10.704238934519315,23,3,3,15.0
33,4.8,Fog,Jam ,motorcycle ,Metropolitian ,135,Books,7.4489701519330795,21,0,3,15.0
24,4.8,Stormy,Low ,scooter ,Urban ,55,Toys,1.5203488928264928,8,3,3,5.0
20,4.9,Sandstorms,Low ,motorcycle ,Metropolitian ,80,Clothing,4.590771505102242,22,0,3,10.0
27,4.9,Cloudy,Low ,motorcycle ,Other,65,Cosmetics,9.075521306663484,22,4,3,15.0
21,4.5,Windy,Low ,motorcycle ,Metropolitian ,95,Home,3.0408635912257624,8,4,4,15.0
23,4.6,Stormy,Jam ,scooter ,Metropolitian ,140,Clothing,10.865675782880029,19,6,3,10.0
21,4.8,Sunny,Jam ,scooter ,Urban ,60,Snacks,7.601308045983357,21,2,3,5.0
39,4.6,Sandstorms,Medium ,motorcycle ,Urban ,150,Sports,13.78848075238715,17,3,3,10.0
37,4.7,Stormy,Low ,scooter ,Metropolitian ,120,Electronics,3.1089700084222183,10,2,3,5.0
22,4.3,Fog,High ,scooter ,Metropolitian ,155,Snacks,3.0594433388972146,11,1,4,10.0
21,4.6,Sunny,Jam ,motorcycle ,Metropolitian ,120,Electronics,14.022096082518878,21,2,3,5.0
28,4.8,Cloudy,Low ,motorcycle ,Urban ,100,Books,17.29786575291325,22,1,3,10.0
23,4.9,Sunny,Medium ,scooter ,Urban ,17,Grocery,7.646982582847267,17,1,3,5.0
33,4.7,Cloudy,Low ,motorcycle ,Metropolitian ,90,Jewelry,1.5294972211332267,8,0,3,15.0
24,4.6,Fog,Jam ,motorcycle ,Metropolitian ,190,Sports,13.184484437390376,20,4,2,15.0
26,4.9,Sandstorms,Low ,motorcycle ,Urban ,60,Kitchen,16.902806732498032,22,2,3,5.0
30,4.7,Sunny,Low ,scooter ,Urban ,75,Clothing,1.5523012503298028,9,1,3,15.0
37,4.4,Stormy,Jam ,motorcycle ,Metropolitian ,40,Grocery,10.426910834184746,21,4,3,15.0
33,4.0,Sandstorms,Medium ,motorcycle ,Metropolitian ,185,Apparel,4.674173521866281,17,0,3,5.0
25,4.8,Stormy,Medium ,motorcycle ,Urban ,110,Cosmetics,5.992261608063494,15,6,2,10.0
26,4.8,Sandstorms,Medium ,van,Urban ,110,Books,9.180904863919633,18,0,3,15.0
29,4.9,Stormy,Low ,motorcycle ,Metropolitian ,85,Jewelry,13.68160171925017,23,6,3,-1435.0
29,4.8,Stormy,Low ,scooter ,Urban ,70,Apparel,12.484587017091192,22,4,2,10.0
23,4.8,Windy,Medium ,motorcycle ,Metropolitian ,125,Shoes,9.087965501261484,17,0,3,10.0
23,4.6,Sandstorms,Medium ,motorcycle ,Metropolitian ,110,Snacks,12.293745665244252,18,4,3,15.0
23,4.6,Stormy,Jam ,motorcycle ,Urban ,75,Cosmetics,13.788581570141362,21,2,4,5.0
25,4.6,Stormy,Low ,van,Metropolitian ,90,Pet Supplies,10.865084189986677,22,3,3,10.0
34,4.0,Sandstorms,Medium ,motorcycle ,Metropolitian ,210,Skincare,20.253584375809147,18,2,3,15.0
25,4.6,Sandstorms,Low ,scooter ,Metropolitian ,90,Toys,3.0644638558352577,9,6,3,5.0
25,5.0,Cloudy,Medium ,motorcycle ,Urban ,120,Jewelry,4.663772762376294,17,3,3,5.0
27,4.5,Cloudy,Medium ,van,Metropolitian ,70,Cosmetics,9.074573554008944,17,6,4,10.0
27,4.8,Fog,Medium ,scooter ,Metropolitian ,195,Home,11.007734763744617,18,5,2,15.0
21,4.9,Stormy,Jam ,motorcycle ,Metropolitian ,170,Toys,13.611337814321281,20,3,3,15.0
39,4.5,Fog,Medium ,motorcycle ,Metropolitian ,135,Pet Supplies,8.93786088183146,17,5,3,10.0
37,4.8,Cloudy,Low ,motorcycle ,Metropolitian ,80,Snacks,9.121491544069729,23,5,3,-1430.0
20,5.0,Fog,Medium ,motorcycle ,Metropolitian ,35,Grocery,13.989916877275611,17,2,4,5.0
22,4.6,Fog,Low ,van,Metropolitian ,95,Skincare,9.193520993944182,23,4,3,5.0
31,4.9,Stormy,Low ,motorcycle ,Metropolitian ,115,Jewelry,20.25401003649676,23,2,4,5.0
22,4.8,Stormy,Jam ,scooter ,Metropolitian ,120,Skincare,20.253686339517458,19,4,3,10.0
28,4.6,Sandstorms,Low ,scooter ,Metropolitian ,75,Apparel,7.8626681674103684,23,0,3,5.0
32,4.6,Fog,Jam ,van,Urban ,175,Snacks,7.772282029629311,21,2,3,15.0
38,4.5,Windy,Medium ,motorcycle ,Urban ,140,Kitchen,17.29786575291325,18,2,4,15.0
28,4.1,Fog,Jam ,scooter ,Metropolitian ,160,Clothing,11.9165950600701,20,3,3,10.0
37,4.8,Fog,Jam ,scooter ,Metropolitian ,150,Toys,4.540779627969584,19,4,2,15.0
35,5.0,Fog,Medium ,motorcycle ,Metropolitian ,175,Home,10.906036622245484,17,5,4,10.0
34,4.8,Sunny,Low ,motorcycle ,Urban ,50,Electronics,2.9796265189931233,8,0,3,15.0
28,4.6,Sandstorms,Jam ,scooter ,Metropolitian ,135,Sports,20.206226468830582,20,0,4,15.0
21,4.7,Cloudy,Jam ,motorcycle ,Urban ,225,Snacks,12.42072409404905,20,0,3,10.0
21,4.9,Cloudy,Low ,motorcycle ,Metropolitian ,75,Toys,3.0270945232318014,10,6,2,15.0
25,4.7,Stormy,Jam ,van,Urban ,115,Sports,16.476293389692277,20,4,2,5.0
24,4.8,Windy,Low ,motorcycle ,Urban ,90,Clothing,19.04256304289831,22,4,2,15.0
24,4.8,Cloudy,Jam ,motorcycle ,Metropolitian ,240,Books,20.25375174504926,21,2,3,10.0
28,4.8,Windy,Low ,van,Metropolitian ,50,Kitchen,9.179276688028636,22,0,3,10.0
24,4.7,Sandstorms,Low ,motorcycle ,Urban ,95,Electronics,20.25375174504926,23,0,3,15.0
